year,q01_happy,q02_satisfied_general,q03_satisfied_somerville,q04_satisfied_neighborhood,q06a_city_services,q06b_cost_housing,q06c_quality_schools,q06d_trust_police,q06e_sidewalks,q06f_events,q09_safe_at_night,q11_beauty,q10_parks,d01_gender,d02_age,d04_race,d05_num_children,d06_housing_status,d07_plan_to_move,d10_how_long_lived_here,d08_hhi,d09_is_student,ward,q05_city_direction,q07_safe_crossing_street,q08_convenient,q12_housing_condition,move_why,d03_english,d03_spanish,d03_portuguese,d03_chinese,d03_other,d04_ethnicity,d04_race_white,d04_race_aa,d04_race_asian,d04_race_other,race_hooks,d08_hhi_buckets,d11_car,d11_walk,d11_bike,d11_public,d12_car,d12_walk,d12_bike,d12_public
2019,8.0,8.0,6.0,8.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,7.0,5.0,Male,75 Years & Over,white,0.0,Rent,0.0,77.0,"Less than $10,000",0.0,3.0,wrong,5.0,5.0,5.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,6.0,7.0,7.0,9.0,4.0,3.0,3.0,4.0,4.0,5.0,7.0,8.0,7.0,Female,25 to 34 Years,white,1.0,Own,1.0,7.0,"$100,000 to $149,999",0.0,3.0,right,8.0,8.0,8.0,Larger living space,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2019,2.0,3.0,2.0,8.0,4.0,1.0,3.0,4.0,4.0,4.0,8.0,3.0,8.0,Female,65 to 74 Years,white,0.0,Rent,1.0,24.0,"$10,000 to $24,999",0.0,3.0,wrong,8.0,8.0,2.0,"I want a better quality of life, cheaper, much less crowded, and less noisy",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,10.0,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,Female,65 to 74 Years,hispanic/latino,0.0,Rent,0.0,15.0,"$10,000 to $24,999",0.0,3.0,right,10.0,10.0,10.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No Answer,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,7.0,7.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,5.0,9.0,9.0,9.0,Female,25 to 34 Years,white,0.0,Rent,1.0,4.0,"$50,000 to 74,999",0.0,3.0,unsure,8.0,9.0,9.0,Anticipating not being able to afford it anymore,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,6.0,6.0,6.0,7.0,4.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,Female,45 to 54 Years,white,1.0,Own,0.0,22.0,"$50,000 to 74,999",0.0,5.0,unsure,1.0,6.0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2019,7.0,8.0,8.0,6.0,4.0,2.0,3.0,2.0,5.0,5.0,10.0,10.0,10.0,Male,25 to 34 Years,white,0.0,Own,0.0,0.0,"$100,000 to $149,999",0.0,1.0,unsure,10.0,8.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,10.0,10.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,Female,55 to 64 Years,white,0.0,Rent,1.0,8.0,"$200,000 or more",,1.0,wrong,7.0,10.0,9.0,City is very dirty,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,7.0,7.0,6.0,7.0,5.0,2.0,,4.0,3.0,5.0,5.0,8.0,9.0,Female,45 to 54 Years,white,0.0,Rent,0.0,10.0,"$100,000 to $149,999",0.0,3.0,right,8.0,5.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,7.0,7.0,6.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,7.0,4.0,5.0,Female,18 to 24 Years,asian,0.0,Rent,,18.0,"$50,000 to 74,999",1.0,7.0,wrong,10.0,8.0,4.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,asian,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2019,10.0,9.0,10.0,10.0,4.0,4.0,4.0,5.0,4.0,5.0,9.0,9.0,8.0,Female,35 to 44 Years,white,1.0,Own,0.0,8.0,"$200,000 or more",0.0,5.0,right,8.0,7.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,8,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2019,5.0,3.0,8.0,8.0,4.0,3.0,4.0,3.0,3.0,4.0,9.0,9.0,8.0,Male,35 to 44 Years,white,0.0,Rent,1.0,8.0,"$50,000 to 74,999",0.0,3.0,right,9.0,9.0,9.0,Job Search,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
2019,9.0,10.0,7.0,8.0,3.0,1.0,3.0,5.0,5.0,5.0,8.0,7.0,9.0,Female,65 to 74 Years,white,0.0,Own,0.0,19.0,"$50,000 to 74,999",0.0,5.0,no_answer,7.0,9.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,9.0,9.0,7.0,8.0,5.0,2.0,4.0,4.0,4.0,5.0,9.0,9.0,9.0,Female,25 to 34 Years,white,0.0,Rent,1.0,15.0,"$150,000 to 200,000",0.0,4.0,right,8.0,6.0,6.0,Purchasing 1st home and Somerville will not be affordable,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,8.0,9.0,9.0,9.0,4.0,1.0,3.0,4.0,3.0,4.0,9.0,6.0,9.0,Male,65 to 74 Years,white,0.0,Own,0.0,36.0,"$25,000 to $49,999",0.0,3.0,unsure,8.0,9.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2019,9.0,9.0,9.0,9.0,4.0,3.0,4.0,3.0,3.0,4.0,9.0,8.0,9.0,Male,35 to 44 Years,white,1.0,Own,0.0,8.0,"$200,000 or more",0.0,5.0,right,8.0,7.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,9.0,9.0,9.0,9.0,5.0,1.0,,5.0,3.0,5.0,9.0,9.0,9.0,Male,35 to 44 Years,white,1.0,Rent,0.0,4.0,"$100,000 to $149,999",0.0,2.0,unsure,9.0,7.0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,8.0,8.0,9.0,9.0,5.0,3.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,Female,55 to 64 Years,white,1.0,Own,0.0,60.0,"$75,000 to $99,999",0.0,5.0,right,8.0,9.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2019,,,,,5.0,2.0,5.0,5.0,5.0,5.0,,,,Male,55 to 64 Years,hispanic/latino,0.0,Own,0.0,30.0,"$50,000 to 74,999",0.0,1.0,right,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No Answer,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,,,,,,,,,,,,,,Male,45 to 54 Years,"hispanic/latino, white",0.0,Rent,0.0,4.0,"$50,000 to 74,999",0.0,4.0,no_answer,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,white,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,9.0,9.0,,,,,,,,,,,,Female,75 Years & Over,white,0.0,Own,0.0,53.0,,0.0,1.0,unsure,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,2.0,2.0,2.0,9.0,5.0,1.0,4.0,5.0,5.0,5.0,10.0,9.0,9.0,Female,45 to 54 Years,white,1.0,Rent,1.0,8.0,"$75,000 to $99,999",0.0,4.0,right,9.0,9.0,5.0,Rent too high,,,,,,0.0,1.0,0.0,0.0,0.0,white,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,,,,,,,5.0,5.0,4.0,3.0,8.0,7.0,8.0,Female,65 to 74 Years,black/african american,0.0,Rent,1.0,,"$10,000 to $24,999",0.0,7.0,no_answer,,2.0,9.0,,,,,,,0.0,0.0,1.0,0.0,0.0,aa,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,,,,,,,,,,,,,,Male,55 to 64 Years,hispanic/latino,1.0,Rent,0.0,34.0,"$10,000 to $24,999",0.0,1.0,right,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No Answer,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2019,9.0,9.0,9.0,9.0,5.0,3.0,5.0,5.0,4.0,5.0,9.0,9.0,9.0,Female,75 Years & Over,white,0.0,Own,0.0,91.0,"$25,000 to $49,999",0.0,,right,9.0,9.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,8.0,7.0,8.0,7.0,4.0,2.0,4.0,2.0,2.0,3.0,8.0,6.0,6.0,Male,25 to 34 Years,white,0.0,Rent,0.0,1.0,"$100,000 to $149,999",0.0,2.0,right,8.0,8.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,8.0,8.0,6.0,8.0,5.0,3.0,3.0,5.0,4.0,4.0,8.0,7.0,8.0,Male,35 to 44 Years,white,1.0,Rent,1.0,6.0,"$150,000 to 200,000",0.0,5.0,unsure,4.0,8.0,8.0,MA/Boston too expensive in general,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,8.0,8.0,8.0,8.0,4.0,2.0,4.0,4.0,1.0,3.0,8.0,6.0,6.0,Male,55 to 64 Years,white,0.0,Own,0.0,17.0,,0.0,6.0,wrong,1.0,1.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,4.0,4.0,10.0,10.0,4.0,1.0,,5.0,3.0,4.0,8.0,8.0,9.0,Female,25 to 34 Years,white,0.0,Rent,,3.0,"$100,000 to $149,999",0.0,6.0,unsure,9.0,10.0,4.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,9.0,9.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,3.0,9.0,9.0,9.0,Female,25 to 34 Years,white,0.0,Rent,1.0,3.0,"$50,000 to 74,999",0.0,4.0,right,9.0,9.0,10.0,Back to home state,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,9.0,9.0,10.0,10.0,5.0,5.0,4.0,4.0,4.0,5.0,9.0,10.0,9.0,Female,18 to 24 Years,white,0.0,Rent,1.0,0.0,"$100,000 to $149,999",,7.0,right,10.0,8.0,10.0,To be closer to work in Cambridge,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,5.0,5.0,7.0,7.0,3.0,1.0,3.0,4.0,4.0,4.0,10.0,4.0,4.0,Male,25 to 34 Years,white,0.0,Rent,0.0,2.0,"$100,000 to $149,999",0.0,2.0,unsure,5.0,7.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,7.0,7.0,9.0,9.0,5.0,1.0,4.0,5.0,4.0,5.0,,,,No Answer,75 Years & Over,,,Other,,,,,5.0,unsure,10.0,10.0,,,,,,,,,,,,,No Answer,,,,,,,,,
2019,10.0,,8.0,8.0,5.0,2.0,,4.0,4.0,4.0,8.0,8.0,8.0,Female,25 to 34 Years,white,1.0,Rent,0.0,4.0,"$150,000 to 200,000",0.0,7.0,right,9.0,9.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,8.0,10.0,9.0,10.0,5.0,1.0,2.0,4.0,4.0,5.0,9.0,10.0,10.0,Male,25 to 34 Years,white,1.0,Rent,0.0,8.0,"$200,000 or more",0.0,2.0,right,7.0,7.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,8,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,7.0,6.0,9.0,9.0,5.0,2.0,,1.0,3.0,5.0,9.0,9.0,9.0,Female,25 to 34 Years,black/african american,0.0,Rent,1.0,6.0,"$25,000 to $49,999",0.0,7.0,right,9.0,7.0,7.0,To move closer to work + family,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,aa,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2019,7.0,7.0,10.0,9.0,3.0,2.0,,3.0,3.0,5.0,7.0,6.0,7.0,Female,25 to 34 Years,white,0.0,Own,0.0,11.0,"$200,000 or more",0.0,7.0,right,8.0,9.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2019,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,3.0,4.0,7.0,7.0,7.0,Female,55 to 64 Years,white,0.0,Own,0.0,24.0,"$150,000 to 200,000",0.0,3.0,right,6.0,5.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,4.0,6.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,Male,45 to 54 Years,white,1.0,Rent,0.0,51.0,"$75,000 to $99,999",0.0,3.0,wrong,2.0,2.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,10.0,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,10.0,10.0,Female,75 Years & Over,white,0.0,Own,0.0,64.0,,0.0,3.0,unsure,10.0,10.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,1.0,7.0,1.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,9.0,9.0,Female,55 to 64 Years,white,0.0,Own,1.0,64.0,,0.0,4.0,wrong,1.0,1.0,9.0,"Too congested, traffic is horrific",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2019,7.0,8.0,7.0,7.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,Female,35 to 44 Years,white,1.0,Rent,1.0,10.0,"$150,000 to 200,000",0.0,2.0,right,8.0,4.0,6.0,Cost of housing/space,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,,,,,,,,,,,,,,Female,45 to 54 Years,white,1.0,Rent,0.0,9.0,"$25,000 to $49,999",0.0,1.0,right,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,7.0,8.0,8.0,8.0,5.0,1.0,,5.0,3.0,5.0,9.0,8.0,8.0,Female,25 to 34 Years,white,0.0,Rent,0.0,2.0,"$75,000 to $99,999",1.0,6.0,right,6.0,9.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,10.0,10.0,10.0,10.0,3.0,3.0,3.0,5.0,3.0,3.0,7.0,6.0,10.0,Female,75 Years & Over,white,0.0,Own,0.0,60.0,"$10,000 to $24,999",0.0,2.0,unsure,7.0,10.0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,6.0,10.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,Female,18 to 24 Years,white,0.0,Rent,1.0,3.0,"Less than $10,000",1.0,6.0,right,5.0,1.0,2.0,Finishing studies,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2019,8.0,7.0,8.0,7.0,5.0,3.0,4.0,4.0,3.0,4.0,9.0,8.0,6.0,Female,25 to 34 Years,white,0.0,Rent,0.0,0.0,"$75,000 to $99,999",0.0,3.0,right,4.0,6.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2019,8.0,8.0,8.0,8.0,3.0,2.0,3.0,3.0,4.0,4.0,9.0,9.0,9.0,Female,25 to 34 Years,white,0.0,Rent,0.0,5.0,"$25,000 to $49,999",0.0,5.0,unsure,4.0,9.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,2.0,Female,55 to 64 Years,white,1.0,Rent,0.0,,,0.0,4.0,right,10.0,10.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,9.0,10.0,9.0,8.0,5.0,1.0,3.0,5.0,3.0,5.0,10.0,6.0,9.0,Male,45 to 54 Years,white,0.0,Own,0.0,14.0,"$150,000 to 200,000",0.0,6.0,right,8.0,9.0,9.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,white,7,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2019,10.0,10.0,10.0,10.0,5.0,4.0,,4.0,4.0,5.0,10.0,10.0,10.0,Female,25 to 34 Years,asian,0.0,Rent,1.0,1.0,"$150,000 to 200,000",0.0,1.0,right,9.0,8.0,9.0,Home ownership is too expensive,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,asian,7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2019,9.0,9.0,8.0,8.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,8.0,8.0,Female,75 Years & Over,white,0.0,Own,0.0,60.0,,0.0,1.0,unsure,9.0,9.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,8.0,9.0,8.0,10.0,4.0,2.0,,5.0,4.0,5.0,9.0,9.0,9.0,Male,25 to 34 Years,hispanic/latino,0.0,Rent,0.0,0.0,"$50,000 to 74,999",0.0,2.0,right,9.0,7.0,9.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No Answer,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019,9.0,10.0,8.0,10.0,4.0,1.0,4.0,4.0,4.0,5.0,8.0,9.0,9.0,Female,65 to 74 Years,white,0.0,Own,0.0,65.0,"$50,000 to 74,999",0.0,3.0,wrong,6.0,10.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2019,9.0,8.0,10.0,10.0,5.0,1.0,,4.0,1.0,4.0,10.0,1.0,5.0,Male,35 to 44 Years,white,0.0,Own,0.0,7.0,"$75,000 to $99,999",0.0,3.0,right,3.0,3.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2019,6.0,8.0,8.0,9.0,5.0,2.0,4.0,5.0,3.0,3.0,9.0,9.0,9.0,Female,45 to 54 Years,white,1.0,Own,0.0,14.0,"$200,000 or more",0.0,6.0,unsure,4.0,10.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,8.0,6.0,7.0,8.0,4.0,2.0,3.0,4.0,4.0,4.0,7.0,6.0,8.0,Female,65 to 74 Years,white,0.0,Rent,0.0,20.0,"$25,000 to $49,999",0.0,2.0,right,8.0,5.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2019,9.0,7.0,8.0,8.0,3.0,2.0,3.0,4.0,3.0,3.0,6.0,5.0,6.0,Female,25 to 34 Years,asian,0.0,Rent,1.0,6.0,"$75,000 to $99,999",0.0,4.0,right,8.0,8.0,6.0,Leaving state maybe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,asian,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,10.0,6.0,9.0,9.0,5.0,2.0,4.0,4.0,2.0,3.0,9.0,8.0,9.0,Male,65 to 74 Years,white,0.0,Own,0.0,44.0,"$25,000 to $49,999",0.0,2.0,right,8.0,,6.0,,,,,,,0.0,1.0,0.0,0.0,0.0,white,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,10.0,8.0,10.0,10.0,4.0,1.0,,5.0,4.0,5.0,10.0,10.0,10.0,Female,25 to 34 Years,white,0.0,Rent,1.0,2.0,"$150,000 to 200,000",0.0,5.0,right,10.0,10.0,10.0,Looking to buy + probably can't afford Somerville,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,4.0,7.0,10.0,10.0,Female,55 to 64 Years,,0.0,Rent,0.0,22.0,"Less than $10,000",0.0,1.0,right,10.0,10.0,10.0,,0.0,0.0,1.0,0.0,0.0,,,,,,No Answer,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,10.0,10.0,10.0,10.0,,,,,,,10.0,10.0,10.0,Female,35 to 44 Years,black/african american,1.0,Rent,0.0,7.0,,0.0,7.0,right,10.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,aa,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2019,9.0,9.0,9.0,9.0,5.0,2.0,4.0,5.0,4.0,4.0,8.0,6.0,6.0,Female,45 to 54 Years,white,0.0,Own,1.0,15.0,"$150,000 to 200,000",0.0,2.0,right,8.0,4.0,9.0,Need larger space,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,9.0,9.0,9.0,9.0,5.0,1.0,,,3.0,5.0,10.0,9.0,9.0,Male,25 to 34 Years,white,0.0,Rent,0.0,6.0,"$50,000 to 74,999",0.0,2.0,right,8.0,8.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2019,8.0,8.0,9.0,8.0,4.0,3.0,3.0,4.0,4.0,5.0,9.0,5.0,8.0,Female,35 to 44 Years,white,1.0,Own,0.0,5.0,"$100,000 to $149,999",0.0,5.0,right,7.0,6.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,8.0,8.0,9.0,9.0,4.0,1.0,4.0,3.0,3.0,4.0,7.0,7.0,7.0,Male,35 to 44 Years,white,1.0,Own,0.0,25.0,"$150,000 to 200,000",0.0,7.0,right,3.0,7.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2019,,,,,,,,,,,,,,Female,55 to 64 Years,black/african american,0.0,Rent,0.0,17.0,"$10,000 to $24,999",0.0,1.0,unsure,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,aa,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,Female,55 to 64 Years,white,1.0,Rent,0.0,10.0,"Less than $10,000",0.0,4.0,right,9.0,9.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2019,1.0,10.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,6.0,1.0,6.0,Male,55 to 64 Years,italian,0.0,Rent,0.0,8.0,"Less than $10,000",0.0,4.0,unsure,7.0,6.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No Answer,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,9.0,8.0,9.0,9.0,3.0,3.0,3.0,3.0,5.0,5.0,8.0,8.0,8.0,Male,35 to 44 Years,white,0.0,Own,0.0,5.0,"$100,000 to $149,999",0.0,6.0,right,7.0,9.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2019,8.0,9.0,9.0,9.0,3.0,4.0,3.0,3.0,5.0,5.0,10.0,8.0,7.0,Female,18 to 24 Years,white,0.0,Rent,,2.0,"$150,000 to 200,000",0.0,3.0,unsure,8.0,10.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
